2113-132485-0048,2113-132485-0014,7131-92815-0028
3259-158083-0016,3259-158083-0066,8531-282933-0078
1913-147989-0014,1913-147989-0037,94-3791-0022
8394-96177-0012,8394-96177-0070,5796-51153-0008
6818-68772-0040,6818-68772-0025,7437-99249-0016
2607-177740-0013,2607-177740-0036,6402-102886-0038
1065-134593-0022,1065-134602-0027,2979-156236-0009
5448-19208-0000,5448-19208-0025,3244-10692-0004
3135-166688-0036,3135-166688-0042,7299-88365-0090
6506-10073-0027,6506-10073-0057,2238-121413-0025
8193-116805-0020,8193-116804-0001,1750-135624-0104
6883-66623-0009,6883-79964-0011,3894-6553-0010
7000-83708-0042,7000-83696-0003,302-123516-0017
684-141263-0003,684-131458-0011,8445-281203-0070
1825-135580-0094,1825-135580-0000,8388-278289-0047
81-121543-0101,81-121543-0077,7749-8591-0078
850-131003-0008,850-131003-0017,92-6488-0064
517-121739-0040,517-121744-0021,3257-169288-0048
6106-58195-0043,6106-58196-0050,5514-19192-0002
8337-283569-0010,8337-280361-0007,4015-63496-0021
6548-65924-0029,6548-96095-0020,5459-41260-0049
5468-55142-0033,5468-43611-0001,5278-3072-0001
7276-92427-0024,7276-90847-0025,150-126112-0036
3361-1150-0020,3361-1150-0013,3114-170977-0022
8152-258974-0000,8152-258974-0027,5005-21379-0065
7555-101283-0027,7555-101283-0056,9000-282380-0005
2606-132102-0011,2606-132102-0032,1870-164323-0010
5929-57805-0034,5929-57805-0059,8445-281203-0087
3272-167426-0013,3272-167426-0048,8527-281131-0062
1031-133220-0008,1031-133220-0016,4487-1803-0037
7949-39970-0041,7949-39970-0017,1154-134887-0000
4854-24731-0051,4854-24731-0065,8713-296159-0000
922-132299-0007,922-132300-0022,7226-86964-0011
3148-4666-0092,3148-4666-0013,510-130560-0009
8058-99403-0040,8058-99403-0034,1607-150715-0016
6892-256224-0044,6892-256224-0042,781-127518-0056
3843-176663-0003,3843-176666-0044,2930-163436-0019
8464-282934-0039,8464-282934-0003,5894-64095-0013
4216-10192-0024,4216-10164-0019,7883-113275-0028
5636-41795-0003,5636-41790-0029,6625-39680-0036
7518-86741-0050,7518-86741-0037,4005-14905-0024
201-127786-0045,201-127786-0079,149-125760-0049
525-126965-0144,525-126965-0078,7752-110526-0018
2380-152158-0026,2380-152158-0041,1795-142412-0039
4731-95870-0033,4731-95870-0010,4090-183987-0016
348-128030-0030,348-128030-0001,2405-182390-0034
3409-167623-0021,3409-167622-0032,7314-77782-0023
1212-75242-0010,1212-14653-0024,4116-13265-0002
7051-259009-0014,7051-259009-0059,7009-2331-0014
1289-288044-0025,1289-288044-0045,8259-276906-0014
2272-152267-0015,2272-150674-0020,2606-132102-0053
8699-291107-0063,8699-291107-0015,3717-178149-0007
3816-290923-0024,3816-19585-0012,3992-714-0102
4586-61758-0032,4586-19665-0010,3144-166428-0033
8422-283572-0005,8422-258258-0030,6407-66983-0032
5723-43296-0013,5723-43296-0027,7982-245691-0022
3825-134160-0051,3825-134160-0032,3389-13248-0004
986-129388-0064,986-129388-0074,2288-139962-0018
8152-258974-0030,8152-258974-0013,3982-182255-0037
7128-84121-0042,7128-84121-0036,25-88353-0049
3567-7277-0048,3567-7276-0038,8713-300047-0010
960-125241-0056,960-125241-0054,32-4137-0012
3033-130750-0025,3033-130750-0046,5860-72190-0020
3733-140718-0058,3733-140718-0095,8009-284678-0005
3923-181420-0031,3923-174992-0008,3540-163612-0042
6674-71396-0000,6674-71400-0015,779-123708-0002
6064-56165-0003,6064-300880-0028,7839-109872-0006
6206-14960-0050,6206-14960-0033,1809-143025-0107
2688-144986-0004,2688-144987-0059,1674-142277-0078
4218-41159-0025,4218-41157-0042,7046-83701-0020
3928-153301-0020,3928-153300-0006,153-126671-0022
7687-107687-0038,7687-107687-0110,1175-126220-0042
5002-72876-0045,5002-72876-0021,2812-160187-0041
2288-139962-0009,2288-139962-0017,3554-165435-0033
1421-8522-0031,1421-8534-0045,2003-143255-0000
3607-29116-0019,3607-29116-0045,421-124401-0005
7250-86746-0078,7250-86746-0095,7959-109185-0004
6568-79375-0038,6568-79375-0006,2388-153728-0061
4290-14526-0038,4290-14526-0033,4397-15666-0001
5192-19397-0071,5192-19397-0025,2143-145731-0027
339-132717-0056,339-132717-0050,724-123283-0022
6373-65772-0047,6373-65772-0004,5132-28304-0018
3895-6855-0023,3895-6855-0066,6332-64734-0042
6548-96095-0038,6548-96095-0036,3257-169288-0002
126-122467-0054,126-125084-0018,4071-176278-0002
4447-14931-0020,4447-14919-0012,36-16602-0052
1603-140931-0039,1603-141713-0011,7357-94126-0017
4680-16042-0002,4680-16042-0000,4015-4878-0034
4434-73957-0020,4434-73958-0059,3021-121439-0036
3380-64300-0012,3380-64300-0039,1455-138263-0032
7246-86779-0001,7246-63505-0004,7392-105664-0027
3290-14909-0035,3290-179163-0020,6415-100596-0013
6418-39655-0044,6418-39654-0014,2275-150141-0026
6437-66173-0018,6437-66172-0030,87-121553-0024
202-130622-0033,202-122857-0012,6459-77766-0043
5740-39910-0015,5740-97610-0023,3864-185125-0014
594-127732-0050,594-127731-0023,319-134959-0094
6877-79973-0017,6877-79973-0032,1084-151395-0036
8250-286289-0047,8250-279777-0060,5355-10766-0013
5653-46179-0036,5653-46179-0045,3465-20021-0011
8152-258993-0008,8152-258974-0004,2427-154697-0034
5906-59283-0013,5906-52158-0064,8490-284268-0025
1085-156170-0027,1085-156170-0040,3373-174981-0045
1473-135657-0040,1473-135657-0000,1081-125237-0002
510-130103-0043,510-130103-0008,112-121671-0002
543-133211-0010,543-133217-0004,4356-6506-0035
2498-134816-0034,2498-134816-0042,4015-4878-0027
2854-51657-0030,2854-51657-0033,6627-67844-0001
6620-283138-0062,6620-283138-0043,3857-182315-0038
7879-274136-0043,7879-274136-0002,7988-113323-0010
1291-138096-0040,1291-138273-0002,8425-246962-0014
8138-287657-0003,8138-293531-0001,1365-134830-0025
5400-34479-0030,5400-34478-0007,7871-107225-0037
7327-93283-0024,7327-93289-0006,8163-274549-0031
65-122444-0008,65-121089-0012,5735-48575-0049
2652-157644-0048,2652-157644-0002,6670-296083-0012
1264-129805-0013,1264-135033-0036,4172-25907-0018
7199-84006-0023,7199-84007-0019,1474-172821-0021
8791-291101-0092,8791-291101-0023,2273-152363-0041
8316-279798-0084,8316-279798-0012,5970-54428-0050
2911-15045-0004,2911-7601-0019,161-121898-0036
6368-39664-0038,6368-39664-0010,5545-52072-0007
2194-150469-0001,2194-150469-0028,7145-87280-0048
7597-101877-0040,7597-101859-0017,949-134660-0017
1868-145473-0044,1868-145459-0027,5093-26496-0013
8758-291170-0032,8758-291170-0030,2836-5355-0020
6853-12339-0055,6853-12339-0072,5778-54535-0031
6418-39655-0026,6418-39656-0011,412-126975-0072
2003-143255-0040,2003-143255-0074,1093-132891-0074
348-132751-0043,348-132611-0033,6782-61316-0027
2581-155520-0015,2581-157858-0033,846-130985-0004
6882-79975-0027,6882-86794-0025,2042-136442-0036
1161-135206-0125,1161-135206-0117,7391-60445-0140
8225-274374-0026,8225-274374-0017,5750-100289-0047
7585-96245-0006,7585-96245-0072,1556-139350-0020
2673-162130-0019,2673-162129-0036,925-8140-0032
3215-5757-0020,3215-5764-0023,4520-38484-0010
4545-9166-0127,4545-9166-0147,2522-147156-0113
40-222-0046,40-121026-0039,5401-39515-0041
3221-138045-0053,3221-138045-0017,4480-44312-0073
6353-63255-0100,6353-63255-0033,1815-9918-0028
1187-136241-0007,1187-136238-0035,1743-142913-0025
1647-142742-0058,1647-140649-0042,4697-100165-0012
724-123283-0015,724-123284-0016,4005-14905-0009
5929-57805-0052,5929-57805-0041,5141-26995-0007
8169-118202-0030,8169-118202-0035,1235-135884-0037
348-132611-0043,348-128030-0009,4846-18524-0058
1789-137618-0014,1789-137618-0017,6249-290631-0023
2159-179154-0019,2159-179156-0032,8197-278214-0017
36-16603-0055,36-16602-0004,6962-47545-0029
3747-173589-0018,3747-173589-0072,198-129977-0010
1898-145715-0027,1898-145702-0018,8183-282977-0000
303-123506-0008,303-123506-0028,6377-34630-0025
5733-55099-0076,5733-55099-0055,4744-31668-0023
6138-93188-0031,6138-93186-0040,587-41611-0007
6341-64956-0023,6341-64956-0045,3001-160952-0056
584-124229-0022,584-132032-0033,7933-112597-0004
6251-93270-0019,6251-93270-0027,690-133452-0063
2541-185493-0020,2541-185493-0009,8625-211892-0014
252-128411-0021,252-128411-0043,1535-141642-0036
7383-95441-0002,7383-95441-0013,6206-14958-0029
3361-1150-0013,3361-1133-0041,3744-177438-0024
8302-281317-0008,8302-282524-0034,7848-275149-0038
4148-183988-0011,4148-134149-0016,311-124404-0102
6138-93186-0043,6138-93186-0021,6351-65787-0011
2060-150843-0034,2060-150843-0037,909-131044-0027
6726-56640-0038,6726-56640-0029,3909-11695-0010
5949-65530-0012,5949-65529-0035,328-129766-0024
1804-131525-0056,1804-131525-0017,8808-295459-0005
7938-109179-0024,7938-109180-0025,5796-49593-0038
679-155529-0011,679-155529-0052,3436-172171-0001
1680-142282-0069,1680-142282-0006,3500-134409-0073
5424-291111-0014,5424-296464-0038,927-132466-0016
445-123860-0013,445-123860-0009,75-854-0040
8445-281203-0064,8445-281202-0004,5867-48852-0019
1474-128275-0046,1474-128276-0025,8742-245708-0000
6454-93938-0029,6454-107462-0007,1664-122623-0101
110-1-0042,110-1-0086,7867-110742-0008
6978-92936-0012,6978-92210-0021,7205-96093-0028
2985-153202-0026,2985-153199-0001,6689-64264-0008
470-127690-0005,470-132610-0035,8500-258286-0046
307-127535-0009,307-127535-0037,3465-20022-0011
1776-142744-0015,1776-139035-0018,1809-143025-0078
7584-101856-0006,7584-101882-0025,2541-185493-0011
7538-100045-0021,7538-100043-0019,2499-156154-0056
273-129288-0005,273-129288-0083,6352-88007-0039
778-126734-0053,778-126734-0046,8295-296107-0002
7383-95441-0006,7383-95441-0018,2289-152253-0020
986-129388-0065,986-129388-0030,7140-72212-0028
4660-25054-0048,4660-25054-0028,8071-114975-0057
1001-134707-0031,1001-134708-0039,7376-92940-0020
1168-134958-0002,1168-134958-0111,215-122798-0030
3914-10088-0031,3914-10088-0044,548-126959-0058
6009-57646-0009,6009-57639-0017,1690-142293-0055
7128-84122-0052,7128-84122-0027,6518-66465-0009
123-5042-0019,123-25083-0024,3744-178590-0008
8776-270778-0026,8776-270778-0050,6925-80680-0064
56-1731-0019,56-1730-0009,1079-128633-0000
505-125272-0024,505-125274-0040,3587-140711-0013
6627-67844-0034,6627-67850-0015,1456-136846-0000
5911-48574-0028,5911-52164-0017,1121-135824-0013
7376-92940-0031,7376-92940-0052,8009-292146-0016
2920-156224-0047,2920-156224-0060,8666-293945-0010
277-127368-0013,277-127368-0032,428-125878-0039
1724-395-0023,1724-395-0025,2045-158081-0033
6385-34669-0010,6385-34655-0006,705-150468-0021
4733-6398-0083,4733-6398-0025,8799-270794-0023
1795-142410-0022,1795-142412-0038,4693-17503-0000
8014-112602-0034,8014-112586-0007,6030-57826-0007
3793-33942-0022,3793-10684-0009,2654-158744-0072
606-121661-0006,606-121661-0038,5164-19211-0005
6352-83633-0005,6352-83633-0024,1337-10674-0010
1403-135907-0006,1403-138552-0025,6211-66279-0038
7067-76048-0037,7067-76047-0000,8240-116288-0061
93-123172-0023,93-123172-0004,7339-86804-0017
2060-150843-0033,2060-147963-0011,1913-143521-0032
2246-131710-0115,2246-131710-0113,310-129055-0120
98-121658-0006,98-121658-0027,1417-1539-0044
166-122789-0044,166-122789-0033,7796-269970-0006
5588-68192-0004,5588-39648-0041,2110-161101-0017
1544-121402-0008,1544-121402-0026,4915-113765-0064
3168-173565-0038,3168-173565-0020,8123-275193-0027
4969-73975-0029,4969-73974-0039,5506-69895-0077
7107-245689-0126,7107-245689-0114,115-122944-0026
5867-48852-0092,5867-48852-0078,6906-65918-0001
432-122743-0010,432-122745-0010,7925-271896-0023
5375-40170-0016,5375-40170-0020,3559-165413-0066
5375-40170-0046,5375-40162-0004,7079-89644-0022
5893-54391-0040,5893-54391-0051,4490-16002-0020
6131-57188-0008,6131-229040-0020,7434-75939-0023
5567-22441-0041,5567-22447-0024,7618-102367-0007
7683-103530-0040,7683-103530-0076,1819-144402-0020
2002-139469-0042,2002-139469-0026,7120-118112-0008
766-127195-0019,766-127193-0008,2522-147156-0054
1593-91064-0044,1593-94847-0001,3060-163542-0023
3665-8587-0136,3665-8587-0127,2790-142824-0018
8321-284207-0009,8321-284207-0011,4863-258985-0019
7339-86804-0046,7339-86765-0002,6087-50469-0027
7713-106729-0003,7713-106738-0008,7241-90852-0054
7833-102238-0044,7833-102238-0043,8609-262281-0013
2967-4902-0010,2967-4901-0036,474-134809-0044
8337-284523-0010,8337-283569-0009,1603-139324-0026
2943-171001-0062,2943-171000-0057,6557-65546-0023
6549-71118-0039,6549-71118-0024,4957-23295-0034
1107-133727-0047,1107-134311-0005,3098-5408-0002
5772-43331-0032,5772-43330-0015,2979-156237-0040
8168-116789-0079,8168-116789-0041,1678-142279-0004
4148-183988-0032,4148-183988-0016,8273-114823-0058
7679-276769-0039,7679-113325-0030,1239-139609-0028
215-122798-0011,215-122798-0039,2792-152929-0027
3290-170207-0003,3290-14909-0036,7981-112061-0021
625-132112-0044,625-132118-0007,8108-280354-0005
7120-118112-0057,7120-118112-0030,7391-60445-0132
5810-8689-0000,5810-8674-0025,4172-25907-0007
4263-16194-0025,4263-14180-0039,4841-26659-0033
8441-284014-0005,8441-281327-0008,7538-100045-0021
6138-93186-0014,6138-93186-0020,7376-64577-0017
7177-258977-0000,7177-120275-0008,1693-142302-0033
3546-9342-0009,3546-9321-0022,681-161962-0032
4191-44438-0025,4191-44438-0016,5049-25947-0109
2297-8377-0006,2297-8377-0036,7001-12337-0053
7766-109658-0038,7766-109658-0015,4681-13056-0071
4629-19366-0076,4629-19366-0004,6563-63821-0019
8772-270777-0036,8772-270777-0025,2159-179156-0000
6643-67857-0037,6643-67858-0001,1422-149735-0026
6534-64470-0038,6534-71091-0011,2618-138042-0029
1773-145712-0034,1773-139602-0050,475-124994-0018
1868-145459-0016,1868-2318-0016,1422-146111-0001
302-123523-0002,302-123516-0018,4054-11077-0049
8011-280922-0012,8011-111754-0016,322-124147-0024
6943-85172-0037,6943-64094-0024,7933-113272-0013
4216-10164-0089,4216-10164-0036,2834-132497-0006
79-121541-0066,79-121541-0023,3257-169288-0054
4189-115680-0023,4189-115680-0012,5826-48845-0054
6099-230928-0025,6099-230928-0010,5682-32875-0000
5724-13364-0115,5724-13364-0023,5825-53035-0035
7277-106407-0036,7277-105388-0024,6377-34619-0026
3989-182389-0007,3989-182389-0015,5727-47032-0038
226-131532-0012,226-131532-0002,5224-35439-0028
4262-14487-0004,4262-14486-0039,2975-151995-0100
1349-135891-0023,1349-135892-0055,730-360-0001
7995-276907-0014,7995-276907-0006,5649-40567-0000
3488-85273-0017,3488-65654-0023,3436-172171-0047
4234-187735-0036,4234-187738-0031,91-123511-0015
4958-11613-0039,4958-11613-0050,2013-147609-0009
5189-59288-0037,5189-56574-0024,6798-77736-0031
4991-6181-0075,4991-6180-0002,6892-256224-0047
8259-276913-0009,8259-276906-0016,2234-64131-0012
7783-107486-0027,7783-107487-0037,1384-130460-0017
6689-64286-0016,6689-64286-0011,51-121055-0028
1187-136220-0010,1187-136220-0082,1710-133294-0013
446-123502-0038,446-123502-0012,7467-69610-0038
3896-134415-0017,3896-134415-0032,2133-289460-0036
310-129055-0058,310-129055-0119,5147-32135-0025
8009-292146-0005,8009-291933-0001,238-122530-0006
7120-118112-0032,7120-118112-0015,7555-101283-0020
1752-16632-0063,1752-16632-0026,91-123521-0041
8499-256275-0019,8499-256253-0032,2587-163454-0024
6368-230929-0027,6368-230929-0013,584-124227-0028
85-121551-0043,85-121551-0096,8008-271812-0025
2182-150130-0038,2182-181183-0030,4945-29092-0004
104-129578-0004,104-132092-0022,7107-245689-0120
6248-302581-0005,6248-91255-0017,3926-891-0009
3871-692-0006,3871-692-0048,58-121081-0032
8015-112690-0055,8015-112691-0006,7481-101276-0093
8590-258292-0001,8590-258290-0010,2003-143255-0056
5635-58137-0019,5635-58137-0023,3679-159363-0031
925-8140-0010,925-8140-0019,3100-142810-0156
7786-118693-0032,7786-118675-0015,8619-291384-0004
2512-157480-0013,2512-157242-0091,7241-90850-0032
6733-97084-0040,6733-59185-0005,5781-52137-0023
2074-159371-0008,2074-159371-0036,1334-135589-0097
960-125241-0018,960-125241-0047,231-127936-0007
7408-255932-0002,7408-256039-0016,2397-162239-0027
7197-66278-0004,7197-66277-0014,2989-138028-0041
6323-10337-0010,6323-10337-0012,7247-77778-0000
1696-142314-0051,1696-142314-0060,3230-137483-0080
3559-165413-0099,3559-165413-0097,243-162846-0009
5911-52164-0038,5911-48574-0014,3020-892-0029
1987-144135-0012,1987-144135-0003,7155-10644-0059
6828-64738-0035,6828-64738-0026,2309-152160-0062
5656-44577-0072,5656-44576-0031,5007-31609-0001
5678-43301-0021,5678-43302-0031,807-124223-0005
5198-204975-0034,5198-204975-0021,8575-290351-0016
705-157945-0021,705-167610-0032,4519-6171-0037
3242-67168-0030,3242-67168-0035,2792-144136-0084
551-132996-0074,551-129024-0066,6821-74179-0014
474-141425-0038,474-141422-0037,1175-126220-0060
6574-70756-0025,6574-70756-0040,3227-24747-0045
5233-28390-0023,5233-28389-0016,1050-134119-0016
2660-154321-0037,2660-173260-0015,1379-130530-0002
7522-69612-0039,7522-69612-0024,3361-130131-0033
5337-37090-0018,5337-37090-0067,1809-143025-0038
345-1119-0026,345-1119-0033,6402-62813-0037
4218-41146-0006,4218-41159-0045,58-121081-0048
3945-29110-0026,3945-29110-0018,2182-181173-0017
7603-274560-0019,7603-274560-0082,29-130413-0012
3196-151981-0085,3196-151981-0012,1322-137588-0056
7825-258970-0011,7825-258970-0031,4160-11549-0021
4701-15273-0040,4701-15273-0069,8328-280925-0034
4846-18524-0009,4846-18524-0068,7995-276907-0000
5185-24767-0029,5185-24772-0026,2785-154284-0011
5224-35439-0026,5224-35453-0016,5929-48603-0046
8142-276732-0005,8142-3966-0023,2309-152160-0057
6126-10992-0037,6126-10992-0074,339-132717-0079
62-121084-0001,62-121084-0042,4260-176853-0042
7491-110524-0037,7491-114605-0022,8215-275211-0064
3889-130125-0016,3889-130125-0029,6232-36628-0005
8443-274756-0049,8443-274756-0018,5796-51153-0027
110-1-0071,110-2-0005,1974-139741-0021
4519-6171-0031,4519-6171-0038,6352-88007-0024
3105-166683-0028,3105-166683-0042,8527-281132-0016
3830-12530-0034,3830-12531-0030,46-128001-0038
5049-25947-0007,5049-25947-0100,4841-26659-0064
6673-72311-0043,6673-72311-0006,40-222-0019
2952-408-0009,2952-410-0054,4788-94904-0002
231-119253-0030,231-127936-0003,3945-29110-0000
4734-220951-0009,4734-220952-0011,49-121052-0128
6003-58761-0010,6003-58761-0047,2393-144496-0092
3072-155949-0059,3072-155949-0028,5328-204986-0003
7988-113323-0002,7988-113322-0006,1425-139297-0011
7264-92314-0018,7264-92314-0026,2740-162051-0001
5886-27508-0103,5886-27508-0058,3595-191322-0010
2694-28858-0010,2694-28858-0016,1748-1562-0010
5280-204996-0029,5280-204997-0009,1737-148989-0018
2182-150130-0016,2182-181173-0035,66-354-0006
1750-142369-0033,1750-142369-0010,3118-5909-0000
1212-14653-0022,1212-185485-0009,7348-275164-0024
6221-6879-0042,6221-6879-0084,6594-68896-0082
781-126737-0028,781-127518-0062,720-173578-0006
6533-399-0131,6533-399-0054,8197-278214-0015
6784-76151-0004,6784-76150-0022,5656-44577-0053
428-125879-0033,428-125877-0006,7942-283400-0028
403-216-0013,403-128339-0043,8605-276939-0013
4217-9052-0072,4217-9052-0052,1374-133833-0043
8425-246962-0026,8425-292520-0024,5154-6174-0011
7026-86946-0038,7026-86941-0026,8684-293663-0047
470-123366-0036,470-132610-0030,14-212-0019
7264-92316-0018,7264-92316-0033,2488-155526-0038
7348-86748-0022,7348-275164-0023,6914-280389-0035
1168-134958-0114,1168-134958-0034,5567-22441-0026
8321-284222-0033,8321-260942-0006,5756-80689-0017
667-158816-0018,667-107247-0022,598-127703-0039
1723-141149-0055,1723-141149-0015,3347-134425-0029
1913-143521-0032,1913-147989-0027,4549-39615-0039
4216-10164-0030,4216-10164-0082,8465-246943-0011
6954-76168-0008,6954-76579-0067,596-139612-0016
1079-128631-0021,1079-128631-0011,4836-26485-0079
1448-135894-0098,1448-135894-0054,3144-166428-0021
5894-64100-0022,5894-64095-0010,737-123441-0013
200-126784-0020,200-124140-0021,3118-5912-0004
8459-292347-0005,8459-285137-0024,561-126312-0024
115-122944-0076,115-122944-0067,6956-76046-0057
46-127996-0055,46-128001-0045,6943-85168-0014
7147-80028-0031,7147-80028-0089,8300-275128-0053
51-121055-0112,51-121055-0009,1867-154071-0034
